1+4-68,-63
1+4-69,-64
1+4-60,-55
1+4-71,-66
1+4-72,-67
1+4-73,-68
1+4-74,-69
1+4-75,-70
1+4-76,-71
1+4-77,-72
1+4-78,-73
1+4-79,-74
1+4-70,-65
1+4-81,-76
1+4-82,-77
1+4-83,-78
1+4-84,-79
1+4-85,-80
1+4-86,-81
1+4-87,-82
1+4-88,-83
1+4-89,-84
1+4-80,-75
1+4-91,-86
1+4-92,-87
1+4-93,-88
1+4-94,-89
1+4-95,-90
1+4-96,-91
1+4-97,-92
1+4-98,-93
1+4-99,-94
1+4-90,-85
1+51/1,52
1+51/3,18
1+51*1,52
1+51*2,103
1+51*3,154
1+51*4,205
1+51*5,256
1+51*6,307
1+51*7,358
1+51*8,409
1+51*9,460
1+51*0,1
1+51+1,53
1+51+2,54
1+51+3,55
1+51+4,56
1+51+5,57
1+51+6,58
1+51+7,59
1+51+8,60
1+51+9,61
1+51+0,52
1+51-1,51
1+51-2,50
1+51-3,49
1+51-4,48
1+51-5,47
1+51-6,46
1+51-7,45
1+51-8,44
1+51-9,43
1+51-0,52
1+52/1,53
1+52/2,27
1+52/4,14
1+52*1,53
1+52*2,105
1+52*3,157
1+52*4,209
1+52*5,261
1+52*6,313
1+52*7,365
1+52*8,417
1+52*9,469
1+52*0,1
1+52+1,54
1+52+2,55
1+52+3,56
1+52+4,57
1+52+5,58
1+52+6,59
1+52+7,60
1+52+8,61
1+52+9,62
1+52+0,53
1+52-1,52
1+52-2,51
1+52-3,50
1+52-4,49
1+52-5,48
1+52-6,47
1+52-7,46
1+52-8,45
1+52-9,44
1+52-0,53
1+53/1,54
1+53*1,54
1+53*2,107
1+53*3,160
1+53*4,213
1+53*5,266
1+53*6,319
1+53*7,372
1+53*8,425
1+53*9,478
1+53*0,1
1+53+1,55
1+53+2,56
1+53+3,57
1+53+4,58
1+53+5,59
1+53+6,60
1+53+7,61
1+53+8,62
1+53+9,63
1+53+0,54
1+53-1,53
1+53-2,52
1+53-3,51
1+53-4,50
1+53-5,49
1+53-6,48
1+53-7,47
1+53-8,46
1+53-9,45
1+53-0,54
1+54/1,55
1+54/2,28
1+54/3,19
1+54/6,10
1+54/9,7
1+54*1,55
1+54*2,109
1+54*3,163
1+54*4,217
1+54*5,271
1+54*6,325
1+54*7,379
1+54*8,433
1+54*9,487
1+54*0,1
1+54+1,56
1+54+2,57
1+54+3,58
1+54+4,59
1+54+5,60
1+54+6,61
1+54+7,62
1+54+8,63
1+54+9,64
1+54+0,55
1+54-1,54
1+54-2,53
1+54-3,52
1+54-4,51
1+54-5,50
1+54-6,49
1+54-7,48
1+54-8,47
1+54-9,46
1+54-0,55
1+55/1,56
1+55/5,12
1+55*1,56
1+55*2,111
1+55*3,166
1+55*4,221
1+55*5,276
1+55*6,331
1+55*7,386
1+55*8,441
1+55*9,496
1+55*0,1
1+55+1,57
1+55+2,58
1+55+3,59
1+55+4,60
1+55+5,61
1+55+6,62
1+55+7,63
1+55+8,64
1+55+9,65
1+55+0,56
1+55-1,55
1+55-2,54
1+55-3,53
1+55-4,52
1+55-5,51
1+55-6,50
1+55-7,49
1+55-8,48
1+55-9,47
1+55-0,56
1+56/1,57
1+56/2,29
1+56/4,15
1+56/7,9
1+56/8,8
1+56*1,57
1+56*2,113
1+56*3,169
1+56*4,225
1+56*5,281
1+56*6,337
1+56*7,393
1+56*8,449
1+56*9,505
1+56*0,1
1+56+1,58
1+56+2,59
1+56+3,60
1+56+4,61
1+56+5,62
1+56+6,63
1+56+7,64
1+56+8,65
1+56+9,66
1+56+0,57
1+56-1,56
1+56-2,55
1+56-3,54
1+56-4,53
1+56-5,52
1+56-6,51
1+56-7,50
1+56-8,49
1+56-9,48
1+56-0,57
1+57/1,58
1+57/3,20
1+57*1,58
1+57*2,115
1+57*3,172
1+57*4,229
1+57*5,286
1+57*6,343
1+57*7,400
1+57*8,457
1+57*9,514
1+57*0,1
1+57+1,59
1+57+2,60
1+57+3,61
1+57+4,62
1+57+5,63
1+57+6,64
1+57+7,65
1+57+8,66
1+57+9,67
1+57+0,58
1+57-1,57
1+57-2,56
1+57-3,55
1+57-4,54
1+57-5,53
1+57-6,52
1+57-7,51
1+57-8,50
1+57-9,49
1+57-0,58
1+58/1,59
1+58/2,30
1+58*1,59
1+58*2,117
1+58*3,175
1+58*4,233
1+58*5,291
1+58*6,349
1+58*7,407
1+58*8,465
1+58*9,523
1+58*0,1
1+58+1,60
1+58+2,61
1+58+3,62
1+58+4,63
1+58+5,64
1+58+6,65
1+58+7,66
1+58+8,67
1+58+9,68
1+58+0,59
1+58-1,58
1+58-2,57
1+58-3,56
1+58-4,55
1+58-5,54
1+58-6,53
1+58-7,52
1+58-8,51
1+58-9,50
1+58-0,59
1+59/1,60
1+59*1,60
1+59*2,119
1+59*3,178
1+59*4,237
1+59*5,296
1+59*6,355
1+59*7,414
1+59*8,473
1+59*9,532
1+59*0,1
1+59+1,61
1+59+2,62
1+59+3,63
1+59+4,64
1+59+5,65
1+59+6,66
1+59+7,67
1+59+8,68
1+59+9,69
1+59+0,60
1+59-1,59
1+59-2,58
1+59-3,57
1+59-4,56
1+59-5,55
1+59-6,54
1+59-7,53
1+59-8,52
1+59-9,51
1+59-0,60
1+50/1,51
1+50/2,26
1+50/5,11
1+50*1,51
1+50*2,101
1+50*3,151
1+50*4,201
1+50*5,251
1+50*6,301
1+50*7,351
1+50*8,401
1+50*9,451
1+50*0,1
1+50+1,52
1+50+2,53
1+50+3,54
1+50+4,55
1+50+5,56
1+50+6,57
1+50+7,58
1+50+8,59
1+50+9,60
1+50+0,51
1+50-1,50
1+50-2,49
1+50-3,48
1+50-4,47
1+50-5,46
1+50-6,45
1+50-7,44
1+50-8,43
1+50-9,42
1+50-0,51
1+5*11,56
1+5*12,61
1+5*13,66
1+5*14,71
1+5*15,76
1+5*16,81
1+5*17,86
1+5*18,91
1+5*19,96
1+5*10,51
1+5*21,106
1+5*22,111
1+5*23,116
1+5*24,121
1+5*25,126
1+5*26,131
1+5*27,136
1+5*28,141
1+5*29,146
1+5*20,101
1+5*31,156
1+5*32,161
1+5*33,166
1+5*34,171
1+5*35,176
1+5*36,181
1+5*37,186
1+5*38,191
1+5*39,196
1+5*30,151
1+5*41,206
1+5*42,211
1+5*43,216
1+5*44,221
1+5*45,226
1+5*46,231
1+5*47,236
1+5*48,241
1+5*49,246
1+5*40,201
1+5*51,256
1+5*52,261
1+5*53,266
1+5*54,271
1+5*55,276
1+5*56,281
1+5*57,286
1+5*58,291
1+5*59,296
1+5*50,251
1+5*61,306
1+5*62,311
1+5*63,316
1+5*64,321
1+5*65,326
1+5*66,331
1+5*67,336
1+5*68,341
1+5*69,346
1+5*60,301
1+5*71,356
1+5*72,361
1+5*73,366
1+5*74,371
1+5*75,376
1+5*76,381
1+5*77,386
1+5*78,391
1+5*79,396
1+5*70,351
1+5*81,406
1+5*82,411
1+5*83,416
1+5*84,421
1+5*85,426
1+5*86,431
1+5*87,436
1+5*88,441
1+5*89,446
1+5*80,401
1+5*91,456
1+5*92,461
1+5*93,466
1+5*94,471
1+5*95,476
1+5*96,481
1+5*97,486
1+5*98,491
1+5*99,496
1+5*90,451
1+5+11,17
1+5+12,18
1+5+13,19
1+5+14,20
1+5+15,21
1+5+16,22
1+5+17,23
1+5+18,24
1+5+19,25
1+5+10,16
1+5+21,27
1+5+22,28
1+5+23,29
1+5+24,30
1+5+25,31
1+5+26,32
1+5+27,33
1+5+28,34
1+5+29,35
1+5+20,26
1+5+31,37
1+5+32,38
1+5+33,39
1+5+34,40
1+5+35,41
1+5+36,42
1+5+37,43
1+5+38,44
1+5+39,45
1+5+30,36
1+5+41,47
1+5+42,48
1+5+43,49
1+5+44,50
1+5+45,51
1+5+46,52
1+5+47,53
1+5+48,54
1+5+49,55
1+5+40,46
1+5+51,57
1+5+52,58
1+5+53,59
1+5+54,60
1+5+55,61
1+5+56,62
1+5+57,63
1+5+58,64
1+5+59,65
1+5+50,56
1+5+61,67
1+5+62,68
1+5+63,69
1+5+64,70
1+5+65,71
1+5+66,72
1+5+67,73
1+5+68,74
1+5+69,75
1+5+60,66
1+5+71,77
1+5+72,78
1+5+73,79
1+5+74,80
1+5+75,81
1+5+76,82
1+5+77,83
1+5+78,84
1+5+79,85
1+5+70,76
1+5+81,87
1+5+82,88
1+5+83,89
1+5+84,90
1+5+85,91
1+5+86,92
1+5+87,93
1+5+88,94
1+5+89,95
1+5+80,86
1+5+91,97
1+5+92,98
1+5+93,99
1+5+94,100
1+5+95,101
1+5+96,102
1+5+97,103
1+5+98,104
1+5+99,105
1+5+90,96
1+5-11,-5
1+5-12,-6
1+5-13,-7
1+5-14,-8
1+5-15,-9
1+5-16,-10
1+5-17,-11
1+5-18,-12
1+5-19,-13
1+5-10,-4
1+5-21,-15
1+5-22,-16
1+5-23,-17
1+5-24,-18
1+5-25,-19
1+5-26,-20
1+5-27,-21
1+5-28,-22
1+5-29,-23
1+5-20,-14
1+5-31,-25
1+5-32,-26
1+5-33,-27
1+5-34,-28
1+5-35,-29
1+5-36,-30
1+5-37,-31
1+5-38,-32
1+5-39,-33
1+5-30,-24
1+5-41,-35
1+5-42,-36
1+5-43,-37
1+5-44,-38
1+5-45,-39
1+5-46,-40
1+5-47,-41
1+5-48,-42
1+5-49,-43
1+5-40,-34
1+5-51,-45
1+5-52,-46
1+5-53,-47
1+5-54,-48
1+5-55,-49
1+5-56,-50
1+5-57,-51
1+5-58,-52
1+5-59,-53
1+5-50,-44
1+5-61,-55
1+5-62,-56
1+5-63,-57
1+5-64,-58
1+5-65,-59
1+5-66,-60
1+5-67,-61
1+5-68,-62
1+5-69,-63
1+5-60,-54
1+5-71,-65
1+5-72,-66
1+5-73,-67
1+5-74,-68
1+5-75,-69
1+5-76,-70
1+5-77,-71
1+5-78,-72
1+5-79,-73
1+5-70,-64
1+5-81,-75
1+5-82,-76
1+5-83,-77
1+5-84,-78
1+5-85,-79
1+5-86,-80
1+5-87,-81
1+5-88,-82
1+5-89,-83
1+5-80,-74
1+5-91,-85
1+5-92,-86
1+5-93,-87
1+5-94,-88
1+5-95,-89
1+5-96,-90
1+5-97,-91
1+5-98,-92
1+5-99,-93
1+5-90,-84
1+61/1,62
1+61*1,62
1+61*2,123
1+61*3,184
1+61*4,245
1+61*5,306
1+61*6,367
1+61*7,428
1+61*8,489
1+61*9,550
1+61*0,1
1+61+1,63
1+61+2,64
1+61+3,65
1+61+4,66
1+61+5,67
1+61+6,68
1+61+7,69
1+61+8,70
1+61+9,71
1+61+0,62
1+61-1,61
1+61-2,60
1+61-3,59
1+61-4,58
1+61-5,57
1+61-6,56
1+61-7,55
1+61-8,54
1+61-9,53
1+61-0,62
1+62/1,63
1+62/2,32
1+62*1,63
1+62*2,125
1+62*3,187
1+62*4,249
1+62*5,311
1+62*6,373
1+62*7,435
1+62*8,497
1+62*9,559
1+62*0,1
1+62+1,64
1+62+2,65
1+62+3,66
1+62+4,67
1+62+5,68
1+62+6,69
1+62+7,70
1+62+8,71
1+62+9,72
1+62+0,63
1+62-1,62
1+62-2,61
1+62-3,60
1+62-4,59
1+62-5,58
1+62-6,57
1+62-7,56
1+62-8,55
1+62-9,54
1+62-0,63
1+63/1,64
1+63/3,22
1+63/7,10
1+63/9,8
1+63*1,64
1+63*2,127
1+63*3,190
1+63*4,253
1+63*5,316
1+63*6,379
1+63*7,442
1+63*8,505
1+63*9,568
1+63*0,1
1+63+1,65
1+63+2,66
1+63+3,67
1+63+4,68
1+63+5,69
1+63+6,70
1+63+7,71
1+63+8,72
1+63+9,73
1+63+0,64
1+63-1,63
1+63-2,62
1+63-3,61
1+63-4,60
1+63-5,59
1+63-6,58
1+63-7,57
1+63-8,56
1+63-9,55
1+63-0,64
1+64/1,65
1+64/2,33
1+64/4,17
1+64/8,9
1+64*1,65
1+64*2,129
1+64*3,193
1+64*4,257
1+64*5,321
1+64*6,385
1+64*7,449
1+64*8,513
1+64*9,577
1+64*0,1
1+64+1,66
1+64+2,67
1+64+3,68
1+64+4,69
1+64+5,70
1+64+6,71
1+64+7,72
1+64+8,73
1+64+9,74
1+64+0,65
1+64-1,64
1+64-2,63
1+64-3,62
1+64-4,61
1+64-5,60
1+64-6,59
1+64-7,58
1+64-8,57
1+64-9,56
1+64-0,65
1+65/1,66
1+65/5,14
1+65*1,66
1+65*2,131
1+65*3,196
1+65*4,261
1+65*5,326
1+65*6,391
1+65*7,456
1+65*8,521
1+65*9,586
1+65*0,1
1+65+1,67
1+65+2,68
1+65+3,69
1+65+4,70
1+65+5,71
1+65+6,72
1+65+7,73
1+65+8,74
1+65+9,75
1+65+0,66
1+65-1,65
1+65-2,64
1+65-3,63
1+65-4,62
1+65-5,61
1+65-6,60
1+65-7,59
1+65-8,58
1+65-9,57
1+65-0,66
1+66/1,67
1+66/2,34
1+66/3,23
1+66/6,12
1+66*1,67
1+66*2,133
1+66*3,199
1+66*4,265
1+66*5,331
1+66*6,397
1+66*7,463
1+66*8,529
1+66*9,595
1+66*0,1
1+66+1,68
1+66+2,69
1+66+3,70
1+66+4,71
1+66+5,72
1+66+6,73
1+66+7,74
1+66+8,75
1+66+9,76
1+66+0,67
1+66-1,66
1+66-2,65
1+66-3,64
1+66-4,63
1+66-5,62
1+66-6,61
1+66-7,60
1+66-8,59
1+66-9,58
1+66-0,67
1+67/1,68
1+67*1,68
1+67*2,135
1+67*3,202
1+67*4,269
1+67*5,336
1+67*6,403
1+67*7,470
1+67*8,537
1+67*9,604
1+67*0,1
1+67+1,69
1+67+2,70
1+67+3,71
1+67+4,72
1+67+5,73
1+67+6,74
1+67+7,75
1+67+8,76
1+67+9,77
1+67+0,68
1+67-1,67
1+67-2,66
1+67-3,65
1+67-4,64
1+67-5,63
1+67-6,62
1+67-7,61
1+67-8,60
1+67-9,59
1+67-0,68
1+68/1,69
1+68/2,35
1+68/4,18
1+68*1,69
1+68*2,137
1+68*3,205
1+68*4,273
1+68*5,341
1+68*6,409
1+68*7,477
1+68*8,545
1+68*9,613
1+68*0,1
1+68+1,70
1+68+2,71
1+68+3,72
1+68+4,73
1+68+5,74
1+68+6,75
1+68+7,76
1+68+8,77
1+68+9,78
1+68+0,69
1+68-1,68
1+68-2,67
1+68-3,66
1+68-4,65
1+68-5,64
1+68-6,63
1+68-7,62
1+68-8,61
1+68-9,60
1+68-0,69
1+69/1,70
1+69/3,24
1+69*1,70
1+69*2,139
1+69*3,208
1+69*4,277
1+69*5,346
1+69*6,415
1+69*7,484
1+69*8,553
1+69*9,622
1+69*0,1
1+69+1,71
1+69+2,72
1+69+3,73
1+69+4,74
1+69+5,75
1+69+6,76
1+69+7,77
1+69+8,78
1+69+9,79
1+69+0,70
1+69-1,69
1+69-2,68
1+69-3,67
1+69-4,66
1+69-5,65
1+69-6,64
1+69-7,63
1+69-8,62
1+69-9,61
1+69-0,70
1+60/1,61
1+60/2,31
1+60/3,21
1+60/4,16
1+60/5,13
1+60/6,11
1+60*1,61
1+60*2,121
1+60*3,181
1+60*4,241
1+60*5,301
1+60*6,361
1+60*7,421
1+60*8,481
1+60*9,541
1+60*0,1
1+60+1,62
1+60+2,63
1+60+3,64
1+60+4,65
1+60+5,66
1+60+6,67
1+60+7,68
1+60+8,69
1+60+9,70
1+60+0,61
1+60-1,60
1+60-2,59
1+60-3,58
1+60-4,57
1+60-5,56
1+60-6,55
1+60-7,54
1+60-8,53
1+60-9,52
1+60-0,61
1+6*11,67
1+6*12,73
1+6*13,79
1+6*14,85
1+6*15,91
1+6*16,97
1+6*17,103
1+6*18,109
1+6*19,115
1+6*10,61
1+6*21,127
1+6*22,133
1+6*23,139
1+6*24,145
1+6*25,151
1+6*26,157
1+6*27,163
1+6*28,169
1+6*29,175
1+6*20,121
1+6*31,187
1+6*32,193
1+6*33,199
1+6*34,205
1+6*35,211
1+6*36,217
1+6*37,223
1+6*38,229
1+6*39,235
1+6*30,181
1+6*41,247
1+6*42,253
1+6*43,259
1+6*44,265
1+6*45,271
1+6*46,277
1+6*47,283
1+6*48,289
1+6*49,295
1+6*40,241
1+6*51,307
1+6*52,313
1+6*53,319
1+6*54,325
1+6*55,331
1+6*56,337
1+6*57,343
1+6*58,349
1+6*59,355
1+6*50,301
1+6*61,367
1+6*62,373
1+6*63,379
1+6*64,385
1+6*65,391
1+6*66,397
1+6*67,403
1+6*68,409
1+6*69,415
1+6*60,361
1+6*71,427
1+6*72,433
1+6*73,439
1+6*74,445
1+6*75,451
1+6*76,457
1+6*77,463
1+6*78,469
1+6*79,475
1+6*70,421
1+6*81,487
1+6*82,493
1+6*83,499
1+6*84,505
1+6*85,511
1+6*86,517
1+6*87,523
1+6*88,529
1+6*89,535
1+6*80,481
1+6*91,547
1+6*92,553
1+6*93,559
1+6*94,565
1+6*95,571
1+6*96,577
1+6*97,583
1+6*98,589
1+6*99,595
1+6*90,541
1+6+11,18
1+6+12,19
1+6+13,20
1+6+14,21
1+6+15,22
1+6+16,23
1+6+17,24
1+6+18,25
1+6+19,26
1+6+10,17
1+6+21,28
1+6+22,29
1+6+23,30
1+6+24,31
1+6+25,32
1+6+26,33
1+6+27,34
1+6+28,35
1+6+29,36
1+6+20,27
1+6+31,38
1+6+32,39
1+6+33,40
1+6+34,41
1+6+35,42
1+6+36,43
1+6+37,44
1+6+38,45
1+6+39,46
1+6+30,37
1+6+41,48
1+6+42,49
1+6+43,50
1+6+44,51
1+6+45,52
1+6+46,53
1+6+47,54
1+6+48,55
1+6+49,56
1+6+40,47
1+6+51,58
1+6+52,59
1+6+53,60
1+6+54,61
1+6+55,62
1+6+56,63
1+6+57,64
1+6+58,65
1+6+59,66
1+6+50,57
1+6+61,68
1+6+62,69
1+6+63,70
1+6+64,71
1+6+65,72
1+6+66,73
1+6+67,74
1+6+68,75
1+6+69,76
1+6+60,67
1+6+71,78
1+6+72,79
1+6+73,80
1+6+74,81
1+6+75,82
1+6+76,83
1+6+77,84
1+6+78,85
1+6+79,86
1+6+70,77
1+6+81,88
1+6+82,89
1+6+83,90
1+6+84,91
1+6+85,92
1+6+86,93
1+6+87,94
1+6+88,95
1+6+89,96
1+6+80,87
1+6+91,98
1+6+92,99
1+6+93,100
1+6+94,101
1+6+95,102
1+6+96,103
1+6+97,104
1+6+98,105
1+6+99,106
1+6+90,97
1+6-11,-4
1+6-12,-5
1+6-13,-6
1+6-14,-7
1+6-15,-8
1+6-16,-9
1+6-17,-10
1+6-18,-11
1+6-19,-12
1+6-10,-3
1+6-21,-14
1+6-22,-15
1+6-23,-16
1+6-24,-17
1+6-25,-18
1+6-26,-19
1+6-27,-20
1+6-28,-21
1+6-29,-22
1+6-20,-13
1+6-31,-24
1+6-32,-25
1+6-33,-26
1+6-34,-27
1+6-35,-28
1+6-36,-29
1+6-37,-30
1+6-38,-31
1+6-39,-32
1+6-30,-23
1+6-41,-34
1+6-42,-35
1+6-43,-36
1+6-44,-37
1+6-45,-38
1+6-46,-39
1+6-47,-40
1+6-48,-41
1+6-49,-42
1+6-40,-33
1+6-51,-44
1+6-52,-45
1+6-53,-46
1+6-54,-47
1+6-55,-48
1+6-56,-49
1+6-57,-50
1+6-58,-51
1+6-59,-52
1+6-50,-43
1+6-61,-54
1+6-62,-55
1+6-63,-56
1+6-64,-57
1+6-65,-58
1+6-66,-59
1+6-67,-60
1+6-68,-61
1+6-69,-62
1+6-60,-53
1+6-71,-64
1+6-72,-65
1+6-73,-66
1+6-74,-67
1+6-75,-68
1+6-76,-69
1+6-77,-70
1+6-78,-71
1+6-79,-72
1+6-70,-63
1+6-81,-74
1+6-82,-75
1+6-83,-76
1+6-84,-77
1+6-85,-78
1+6-86,-79
1+6-87,-80
1+6-88,-81
1+6-89,-82
1+6-80,-73
1+6-91,-84
1+6-92,-85
1+6-93,-86
1+6-94,-87
1+6-95,-88
1+6-96,-89
1+6-97,-90
1+6-98,-91
1+6-99,-92
1+6-90,-83
1+71/1,72
1+71*1,72
1+71*2,143
1+71*3,214
1+71*4,285
1+71*5,356
1+71*6,427
1+71*7,498
1+71*8,569
1+71*9,640
1+71*0,1
1+71+1,73
1+71+2,74
1+71+3,75
1+71+4,76
1+71+5,77
1+71+6,78
1+71+7,79
1+71+8,80
1+71+9,81
1+71+0,72
1+71-1,71
1+71-2,70
1+71-3,69
1+71-4,68
1+71-5,67
1+71-6,66
1+71-7,65
1+71-8,64
1+71-9,63
1+71-0,72
1+72/1,73
1+72/2,37
1+72/3,25
1+72/4,19
1+72/6,13
1+72/8,10
1+72/9,9
1+72*1,73
1+72*2,145
1+72*3,217
1+72*4,289
1+72*5,361
1+72*6,433
1+72*7,505
1+72*8,577
1+72*9,649
1+72*0,1
1+72+1,74
1+72+2,75
1+72+3,76
1+72+4,77
1+72+5,78
1+72+6,79
1+72+7,80
1+72+8,81
1+72+9,82
1+72+0,73
1+72-1,72
1+72-2,71
1+72-3,70
1+72-4,69
1+72-5,68
1+72-6,67
1+72-7,66
1+72-8,65
1+72-9,64
1+72-0,73
1+73/1,74
1+73*1,74
1+73*2,147
1+73*3,220
1+73*4,293
1+73*5,366
1+73*6,439
1+73*7,512
1+73*8,585
1+73*9,658
1+73*0,1
1+73+1,75
1+73+2,76
1+73+3,77
1+73+4,78
1+73+5,79
1+73+6,80
1+73+7,81
1+73+8,82
1+73+9,83
1+73+0,74
1+73-1,73
1+73-2,72
1+73-3,71
1+73-4,70
1+73-5,69
1+73-6,68
1+73-7,67
1+73-8,66
1+73-9,65
1+73-0,74
1+74/1,75
1+74/2,38
1+74*1,75
1+74*2,149
1+74*3,223
1+74*4,297
1+74*5,371
1+74*6,445
1+74*7,519
1+74*8,593
1+74*9,667
1+74*0,1
1+74+1,76
1+74+2,77
1+74+3,78
1+74+4,79
1+74+5,80
1+74+6,81
1+74+7,82
1+74+8,83
1+74+9,84
1+74+0,75
1+74-1,74
1+74-2,73
1+74-3,72
1+74-4,71
1+74-5,70
1+74-6,69
1+74-7,68
1+74-8,67
1+74-9,66
1+74-0,75
1+75/1,76
1+75/3,26
1+75/5,16
1+75*1,76
1+75*2,151
1+75*3,226
1+75*4,301
1+75*5,376
1+75*6,451
1+75*7,526
1+75*8,601
1+75*9,676
1+75*0,1
1+75+1,77
1+75+2,78
1+75+3,79
1+75+4,80
1+75+5,81
1+75+6,82
1+75+7,83
1+75+8,84
1+75+9,85
1+75+0,76
1+75-1,75
1+75-2,74
1+75-3,73
1+75-4,72
1+75-5,71
1+75-6,70
1+75-7,69
1+75-8,68
1+75-9,67
1+75-0,76
1+76/1,77
1+76/2,39
1+76/4,20
1+76*1,77
1+76*2,153
1+76*3,229
1+76*4,305
1+76*5,381
1+76*6,457
1+76*7,533
1+76*8,609
1+76*9,685
1+76*0,1
1+76+1,78
1+76+2,79
1+76+3,80
1+76+4,81
1+76+5,82
1+76+6,83
1+76+7,84
1+76+8,85
1+76+9,86
1+76+0,77
1+76-1,76
1+76-2,75
1+76-3,74
1+76-4,73
1+76-5,72
1+76-6,71
1+76-7,70
1+76-8,69
1+76-9,68
1+76-0,77
1+77/1,78
1+77/7,12
1+77*1,78
1+77*2,155
1+77*3,232
1+77*4,309
1+77*5,386
1+77*6,463
1+77*7,540
1+77*8,617
1+77*9,694
1+77*0,1
1+77+1,79
1+77+2,80
1+77+3,81
1+77+4,82
1+77+5,83
1+77+6,84
1+77+7,85
1+77+8,86
1+77+9,87
1+77+0,78
1+77-1,77
1+77-2,76
1+77-3,75
1+77-4,74
1+77-5,73
1+77-6,72
1+77-7,71
1+77-8,70
1+77-9,69
1+77-0,78
1+78/1,79
1+78/2,40
1+78/3,27
1+78/6,14
1+78*1,79
1+78*2,157
1+78*3,235
1+78*4,313
1+78*5,391
1+78*6,469
1+78*7,547
1+78*8,625
1+78*9,703
1+78*0,1
1+78+1,80
1+78+2,81
1+78+3,82
1+78+4,83
1+78+5,84
1+78+6,85
1+78+7,86
1+78+8,87
1+78+9,88
1+78+0,79
1+78-1,78
1+78-2,77
1+78-3,76
1+78-4,75
1+78-5,74
1+78-6,73
1+78-7,72
1+78-8,71
1+78-9,70
1+78-0,79
1+79/1,80
1+79*1,80
1+79*2,159
1+79*3,238
1+79*4,317
1+79*5,396
1+79*6,475
1+79*7,554
1+79*8,633
1+79*9,712
1+79*0,1
1+79+1,81
1+79+2,82
1+79+3,83
1+79+4,84
1+79+5,85
1+79+6,86
1+79+7,87
1+79+8,88
1+79+9,89
1+79+0,80
1+79-1,79
1+79-2,78
1+79-3,77
1+79-4,76
1+79-5,75
1+79-6,74
1+79-7,73
1+79-8,72
1+79-9,71
1+79-0,80
1+70/1,71
1+70/2,36
1+70/5,15
1+70/7,11
1+70*1,71
1+70*2,141
1+70*3,211
1+70*4,281
1+70*5,351
1+70*6,421
1+70*7,491
1+70*8,561
1+70*9,631
1+70*0,1
1+70+1,72
1+70+2,73
1+70+3,74
1+70+4,75
1+70+5,76
1+70+6,77
1+70+7,78
1+70+8,79
1+70+9,80
1+70+0,71
1+70-1,70
1+70-2,69
1+70-3,68
1+70-4,67
1+70-5,66
1+70-6,65
1+70-7,64
1+70-8,63
1+70-9,62
1+70-0,71
1+7*11,78
1+7*12,85
1+7*13,92
1+7*14,99
1+7*15,106
1+7*16,113
1+7*17,120
1+7*18,127
1+7*19,134
1+7*10,71
1+7*21,148
1+7*22,155
1+7*23,162
1+7*24,169
1+7*25,176
1+7*26,183
1+7*27,190
1+7*28,197
1+7*29,204
1+7*20,141
1+7*31,218
1+7*32,225
1+7*33,232
1+7*34,239
1+7*35,246
1+7*36,253
1+7*37,260
1+7*38,267
1+7*39,274
1+7*30,211
1+7*41,288
1+7*42,295
1+7*43,302
1+7*44,309
1+7*45,316
1+7*46,323
1+7*47,330
1+7*48,337
1+7*49,344
1+7*40,281
1+7*51,358
1+7*52,365
1+7*53,372
1+7*54,379
1+7*55,386
1+7*56,393
1+7*57,400
1+7*58,407
1+7*59,414
1+7*50,351
1+7*61,428
1+7*62,435
1+7*63,442
1+7*64,449
1+7*65,456
1+7*66,463
1+7*67,470
1+7*68,477
1+7*69,484
1+7*60,421
1+7*71,498
1+7*72,505
1+7*73,512
1+7*74,519
1+7*75,526
1+7*76,533
1+7*77,540
1+7*78,547
1+7*79,554
1+7*70,491
1+7*81,568
1+7*82,575
1+7*83,582
1+7*84,589
1+7*85,596
1+7*86,603
1+7*87,610
1+7*88,617
1+7*89,624
1+7*80,561
1+7*91,638
1+7*92,645
1+7*93,652
1+7*94,659
1+7*95,666
1+7*96,673
1+7*97,680
1+7*98,687
1+7*99,694
1+7*90,631
1+7+11,19
1+7+12,20
1+7+13,21
1+7+14,22
1+7+15,23
1+7+16,24
1+7+17,25
1+7+18,26
1+7+19,27
1+7+10,18
1+7+21,29
1+7+22,30
1+7+23,31
1+7+24,32
1+7+25,33
1+7+26,34
1+7+27,35
1+7+28,36
1+7+29,37
1+7+20,28
1+7+31,39
1+7+32,40
1+7+33,41
1+7+34,42
1+7+35,43
1+7+36,44
1+7+37,45
1+7+38,46
1+7+39,47
1+7+30,38
1+7+41,49
1+7+42,50
1+7+43,51
1+7+44,52
1+7+45,53
1+7+46,54
1+7+47,55
1+7+48,56
1+7+49,57
1+7+40,48
1+7+51,59
1+7+52,60
1+7+53,61
1+7+54,62
1+7+55,63
1+7+56,64
1+7+57,65
1+7+58,66
1+7+59,67
1+7+50,58
1+7+61,69
1+7+62,70
1+7+63,71
1+7+64,72
1+7+65,73
1+7+66,74
1+7+67,75
1+7+68,76
1+7+69,77
1+7+60,68
1+7+71,79
1+7+72,80
1+7+73,81
1+7+74,82
1+7+75,83
1+7+76,84
1+7+77,85
1+7+78,86
1+7+79,87
1+7+70,78
1+7+81,89
1+7+82,90
1+7+83,91
1+7+84,92
1+7+85,93
1+7+86,94
1+7+87,95
